date,country,region,disease,risk_score,prediction,shap_Growth Rate,shap_AI Anomaly Signal,shap_Disease Severity,shap_Healthcare Access Risk,shap_Case Volume,top_factor,top_factor_value,second_factor
2024-03-16,Tanzania,Mbeya,Malaria,46.1,46.13265010025728,1.684,14.386,0.2,-0.316,0.579,AI Anomaly Signal,14.386,Growth Rate
2024-03-17,Tanzania,Mbeya,Malaria,49.2,49.17965010025728,4.722,13.961,0.2,-0.316,1.013,AI Anomaly Signal,13.961,Growth Rate
2024-04-20,Tanzania,Mbeya,Malaria,47.1,47.05565010025728,1.63,15.286,0.2,-0.316,0.656,AI Anomaly Signal,15.286,Growth Rate
2024-04-21,Tanzania,Mbeya,Malaria,43.0,42.97765010025728,3.943,9.011,0.2,-0.316,0.54,AI Anomaly Signal,9.011,Growth Rate
2024-06-22,Tanzania,Mbeya,Malaria,41.2,41.17265010025728,0.336,11.436,0.2,-0.316,-0.083,AI Anomaly Signal,11.436,Growth Rate
2024-09-20,Tanzania,Mbeya,Malaria,45.7,45.743650100257284,1.863,14.286,0.2,-0.316,0.111,AI Anomaly Signal,14.286,Growth Rate
2024-10-14,Tanzania,Mbeya,Malaria,47.3,47.34965010025728,2.614,14.311,0.2,-0.316,0.941,AI Anomaly Signal,14.311,Growth Rate
2024-11-30,Tanzania,Mbeya,Malaria,49.2,49.20565010025728,1.251,17.611,0.2,-0.316,0.86,AI Anomaly Signal,17.611,Growth Rate
2024-12-01,Tanzania,Mbeya,Malaria,44.9,44.869650100257275,3.931,10.686,0.2,-0.316,0.769,AI Anomaly Signal,10.686,Growth Rate
2024-12-29,Tanzania,Mbeya,Malaria,45.9,45.883650100257285,1.499,14.361,0.2,-0.316,0.54,AI Anomaly Signal,14.361,Growth Rate
2024-12-30,Tanzania,Mbeya,Malaria,45.6,45.64465010025728,4.15,11.336,0.2,-0.316,0.675,AI Anomaly Signal,11.336,Growth Rate
2024-12-31,Tanzania,Mbeya,Malaria,48.7,48.74865010025728,7.861,10.611,0.2,-0.316,0.793,AI Anomaly Signal,10.611,Growth Rate
2023-02-19,Tanzania,Mbeya,Malnutrition,37.4,37.393650100257275,0.279,10.386,-2.8,-0.316,0.245,AI Anomaly Signal,10.386,Disease Severity
2023-04-07,Tanzania,Mbeya,Malnutrition,34.2,34.18165010025728,0.321,7.186,-2.8,-0.316,0.191,AI Anomaly Signal,7.186,Disease Severity
2023-05-13,Tanzania,Mbeya,Malnutrition,36.4,36.40965010025728,0.193,9.461,-2.8,-0.316,0.272,AI Anomaly Signal,9.461,Disease Severity
2023-09-01,Tanzania,Mbeya,Malnutrition,45.7,45.66665010025727,1.366,17.086,-2.8,-0.316,0.731,AI Anomaly Signal,17.086,Disease Severity
2023-09-04,Tanzania,Mbeya,Malnutrition,45.9,45.93765010025727,4.18,14.436,-2.8,-0.316,0.838,AI Anomaly Signal,14.436,Growth Rate
2024-01-29,Tanzania,Mbeya,Malnutrition,33.7,33.68965010025728,-0.459,7.436,-2.8,-0.316,0.229,AI Anomaly Signal,7.436,Disease Severity
2024-02-20,Tanzania,Mbeya,Malnutrition,35.3,35.30265010025728,-0.441,9.036,-2.8,-0.316,0.224,AI Anomaly Signal,9.036,Disease Severity
2024-04-03,Tanzania,Mbeya,Malnutrition,36.0,36.01765010025728,-0.224,9.486,-2.8,-0.316,0.272,AI Anomaly Signal,9.486,Disease Severity
2024-06-22,Tanzania,Mbeya,Malnutrition,36.3,36.32965010025728,0.137,9.411,-2.8,-0.316,0.298,AI Anomaly Signal,9.411,Disease Severity
2024-09-21,Tanzania,Mbeya,Malnutrition,42.2,42.17065010025728,0.673,14.561,-2.8,-0.316,0.453,AI Anomaly Signal,14.561,Disease Severity
2024-09-22,Tanzania,Mbeya,Malnutrition,41.9,41.905650100257276,2.152,12.736,-2.8,-0.316,0.534,AI Anomaly Signal,12.736,Disease Severity
2024-10-31,Tanzania,Mbeya,Malnutrition,37.9,37.91265010025728,-0.339,11.486,-2.8,-0.316,0.282,AI Anomaly Signal,11.486,Disease Severity
2024-12-04,Tanzania,Mbeya,Malnutrition,33.4,33.37465010025728,-0.599,7.261,-2.8,-0.316,0.229,AI Anomaly Signal,7.261,Disease Severity
2023-01-21,Tanzania,Mbeya,Meningitis,56.2,56.21365010025728,4.361,16.736,5.2,-0.316,0.633,AI Anomaly Signal,16.736,Disease Severity
2023-01-22,Tanzania,Mbeya,Meningitis,56.5,56.48965010025728,10.207,11.236,5.2,-0.316,0.563,AI Anomaly Signal,11.236,Growth Rate
2023-02-11,Tanzania,Mbeya,Meningitis,47.0,46.96665010025728,-1.793,13.911,5.2,-0.316,0.365,AI Anomaly Signal,13.911,Disease Severity
2023-02-12,Tanzania,Mbeya,Meningitis,48.4,48.396650100257276,0.783,12.511,5.2,-0.316,0.619,AI Anomaly Signal,12.511,Disease Severity
2023-05-03,Tanzania,Mbeya,Meningitis,54.5,54.497650100257275,3.664,16.261,5.2,-0.316,0.089,AI Anomaly Signal,16.261,Disease Severity
2023-05-05,Tanzania,Mbeya,Meningitis,56.5,56.45265010025729,11.095,10.736,5.2,-0.316,0.138,Growth Rate,11.095,AI Anomaly Signal
2023-06-01,Tanzania,Mbeya,Meningitis,41.2,41.24265010025728,-0.347,7.336,5.2,-0.316,-0.23,AI Anomaly Signal,7.336,Disease Severity
2023-06-03,Tanzania,Mbeya,Meningitis,48.8,48.81865010025728,3.291,11.111,5.2,-0.316,-0.067,AI Anomaly Signal,11.111,Disease Severity
2023-08-01,Tanzania,Mbeya,Meningitis,56.9,56.85365010025728,4.015,17.686,5.2,-0.316,0.669,AI Anomaly Signal,17.686,Disease Severity
2023-08-02,Tanzania,Mbeya,Meningitis,56.7,56.74265010025728,9.368,12.236,5.2,-0.316,0.655,AI Anomaly Signal,12.236,Growth Rate
2023-10-22,Tanzania,Mbeya,Meningitis,41.8,41.829650100257275,-0.571,8.161,5.2,-0.316,-0.244,AI Anomaly Signal,8.161,Disease Severity
2023-12-03,Tanzania,Mbeya,Meningitis,54.5,54.48365010025728,3.571,16.411,5.2,-0.316,0.018,AI Anomaly Signal,16.411,Disease Severity
2023-12-04,Tanzania,Mbeya,Meningitis,50.4,50.366650100257274,6.361,9.561,5.2,-0.316,-0.039,AI Anomaly Signal,9.561,Growth Rate
2024-01-01,Tanzania,Mbeya,Meningitis,45.5,45.48065010025728,0.345,10.861,5.2,-0.316,-0.209,AI Anomaly Signal,10.861,Disease Severity
2024-01-18,Tanzania,Mbeya,Meningitis,51.6,51.62465010025728,2.365,14.511,5.2,-0.316,0.265,AI Anomaly Signal,14.511,Disease Severity
2024-01-19,Tanzania,Mbeya,Meningitis,48.5,48.494650100257275,3.902,9.836,5.2,-0.316,0.273,AI Anomaly Signal,9.836,Disease Severity
2024-02-17,Tanzania,Mbeya,Meningitis,42.0,42.01065010025728,-0.606,8.236,5.2,-0.316,-0.103,AI Anomaly Signal,8.236,Disease Severity
2024-06-01,Tanzania,Mbeya,Meningitis,45.6,45.58965010025728,0.365,10.936,5.2,-0.316,-0.195,AI Anomaly Signal,10.936,Disease Severity
2024-07-18,Tanzania,Mbeya,Meningitis,53.1,53.07465010025728,2.033,16.236,5.2,-0.316,0.322,AI Anomaly Signal,16.236,Disease Severity
2024-07-19,Tanzania,Mbeya,Meningitis,49.2,49.21565010025728,4.491,9.961,5.2,-0.316,0.28,AI Anomaly Signal,9.961,Disease Severity
2023-02-05,Tanzania,Mbeya,Mpox,56.9,56.92965010025728,6.115,17.136,3.2,-0.316,1.195,AI Anomaly Signal,17.136,Growth Rate
2023-02-06,Tanzania,Mbeya,Mpox,56.5,56.502650100257284,11.473,11.486,3.2,-0.316,1.06,AI Anomaly Signal,11.486,Growth Rate
2023-04-13,Tanzania,Mbeya,Mpox,48.7,48.73565010025728,1.353,14.511,3.2,-0.316,0.388,AI Anomaly Signal,14.511,Disease Severity
2023-08-15,Tanzania,Mbeya,Mpox,39.9,39.92465010025728,-0.571,8.136,3.2,-0.316,-0.124,AI Anomaly Signal,8.136,Disease Severity
2023-08-30,Tanzania,Mbeya,Mpox,40.7,40.71565010025728,-0.297,8.661,3.2,-0.316,-0.132,AI Anomaly Signal,8.661,Disease Severity
2023-09-05,Tanzania,Mbeya,Mpox,60.7,60.65765010025728,8.905,17.711,3.2,-0.316,1.558,AI Anomaly Signal,17.711,Growth Rate
2023-10-21,Tanzania,Mbeya,Mpox,56.0,56.04765010025728,6.288,16.336,3.2,-0.316,0.94,AI Anomaly Signal,16.336,Growth Rate
2023-10-22,Tanzania,Mbeya,Mpox,55.5,55.45565010025728,11.396,10.786,3.2,-0.316,0.79,Growth Rate,11.396,AI Anomaly Signal
2023-11-12,Tanzania,Mbeya,Mpox,42.2,42.20165010025728,-2.372,11.836,3.2,-0.316,0.254,AI Anomaly Signal,11.836,Disease Severity
2023-11-21,Tanzania,Mbeya,Mpox,47.6,47.59465010025728,1.551,12.961,3.2,-0.316,0.599,AI Anomaly Signal,12.961,Disease Severity
2023-12-26,Tanzania,Mbeya,Mpox,58.3,58.32965010025728,7.334,17.136,3.2,-0.316,1.376,AI Anomaly Signal,17.136,Growth Rate
2023-12-27,Tanzania,Mbeya,Mpox,64.0,64.03365010025728,16.39,13.586,3.2,-0.316,1.574,Growth Rate,16.39,AI Anomaly Signal
2023-01-25,Tanzania,Mbeya,Respiratory_Infections,33.1,33.13965010025728,0.349,8.136,-4.8,-0.316,0.171,AI Anomaly Signal,8.136,Disease Severity
2023-02-16,Tanzania,Mbeya,Respiratory_Infections,32.6,32.613650100257274,-0.357,8.261,-4.8,-0.316,0.226,AI Anomaly Signal,8.261,Disease Severity
2023-04-07,Tanzania,Mbeya,Respiratory_Infections,33.1,33.07965010025728,-0.364,8.986,-4.8,-0.316,-0.026,AI Anomaly Signal,8.986,Disease Severity
2023-06-01,Tanzania,Mbeya,Respiratory_Infections,36.4,36.35465010025728,0.792,11.061,-4.8,-0.316,0.018,AI Anomaly Signal,11.061,Disease Severity
2023-07-28,Tanzania,Mbeya,Respiratory_Infections,40.2,40.16065010025728,-0.007,14.911,-4.8,-0.316,0.773,AI Anomaly Signal,14.911,Disease Severity
2023-09-12,Tanzania,Mbeya,Respiratory_Infections,47.0,46.99265010025728,3.321,17.636,-4.8,-0.316,1.552,AI Anomaly Signal,17.636,Disease Severity
2023-11-26,Tanzania,Mbeya,Respiratory_Infections,40.0,39.96465010025727,0.973,14.411,-4.8,-0.316,0.097,AI Anomaly Signal,14.411,Disease Severity
2024-01-01,Tanzania,Mbeya,Respiratory_Infections,38.6,38.55465010025728,0.374,13.661,-4.8,-0.316,0.036,AI Anomaly Signal,13.661,Disease Severity
2024-01-02,Tanzania,Mbeya,Respiratory_Infections,36.9,36.88865010025728,1.767,10.536,-4.8,-0.316,0.102,AI Anomaly Signal,10.536,Disease Severity
2024-03-05,Tanzania,Mbeya,Respiratory_Infections,34.9,34.85965010025728,-1.722,11.761,-4.8,-0.316,0.337,AI Anomaly Signal,11.761,Disease Severity
2024-04-21,Tanzania,Mbeya,Respiratory_Infections,37.9,37.86065010025728,0.486,12.836,-4.8,-0.316,0.055,AI Anomaly Signal,12.836,Disease Severity
2024-05-20,Tanzania,Mbeya,Respiratory_Infections,36.7,36.722650100257276,0.341,11.936,-4.8,-0.316,-0.038,AI Anomaly Signal,11.936,Disease Severity
2024-06-01,Tanzania,Mbeya,Respiratory_Infections,34.1,34.10565010025728,-0.631,10.186,-4.8,-0.316,0.067,AI Anomaly Signal,10.186,Disease Severity
2024-06-07,Tanzania,Mbeya,Respiratory_Infections,40.1,40.10065010025728,7.433,7.961,-4.8,-0.316,0.223,AI Anomaly Signal,7.961,Growth Rate
2024-08-15,Tanzania,Mbeya,Respiratory_Infections,42.0,41.97165010025728,1.395,15.261,-4.8,-0.316,0.832,AI Anomaly Signal,15.261,Disease Severity
2024-11-15,Tanzania,Mbeya,Respiratory_Infections,33.6,33.62665010025728,0.812,8.411,-4.8,-0.316,-0.08,AI Anomaly Signal,8.411,Disease Severity
2024-12-08,Tanzania,Mbeya,Respiratory_Infections,36.7,36.74465010025728,0.035,12.186,-4.8,-0.316,0.04,AI Anomaly Signal,12.186,Disease Severity
2023-01-21,Tanzania,Mbeya,Tuberculosis,40.4,40.43465010025728,-0.318,9.461,1.2,-0.316,0.808,AI Anomaly Signal,9.461,Disease Severity
2023-04-29,Tanzania,Mbeya,Tuberculosis,41.0,41.02065010025728,-0.28,9.986,1.2,-0.316,0.831,AI Anomaly Signal,9.986,Disease Severity
2023-07-15,Tanzania,Mbeya,Tuberculosis,41.1,41.10265010025728,-0.777,10.436,1.2,-0.316,0.96,AI Anomaly Signal,10.436,Disease Severity
2023-07-17,Tanzania,Mbeya,Tuberculosis,41.6,41.646650100257276,0.826,9.161,1.2,-0.316,1.176,AI Anomaly Signal,9.161,Disease Severity
2023-07-19,Tanzania,Mbeya,Tuberculosis,43.7,43.67565010025728,2.186,9.661,1.2,-0.316,1.345,AI Anomaly Signal,9.661,Growth Rate
2023-08-22,Tanzania,Mbeya,Tuberculosis,45.7,45.65665010025728,1.193,12.786,1.2,-0.316,1.194,AI Anomaly Signal,12.786,Disease Severity
2024-01-21,Tanzania,Mbeya,Tuberculosis,49.7,49.73665010025728,1.94,15.761,1.2,-0.316,1.552,AI Anomaly Signal,15.761,Growth Rate
2024-01-22,Tanzania,Mbeya,Tuberculosis,48.8,48.79565010025728,2.813,13.561,1.2,-0.316,1.938,AI Anomaly Signal,13.561,Growth Rate
2024-04-05,Tanzania,Mbeya,Tuberculosis,52.5,52.48065010025728,2.889,17.086,1.2,-0.316,2.022,AI Anomaly Signal,17.086,Growth Rate
2024-08-11,Tanzania,Mbeya,Tuberculosis,49.0,49.00465010025728,0.506,16.511,1.2,-0.316,1.504,AI Anomaly Signal,16.511,Case Volume
2024-08-12,Tanzania,Mbeya,Tuberculosis,46.1,46.100650100257276,1.56,12.386,1.2,-0.316,1.671,AI Anomaly Signal,12.386,Case Volume
2024-12-09,Tanzania,Mbeya,Tuberculosis,39.0,39.033650100257276,-0.168,8.036,1.2,-0.316,0.682,AI Anomaly Signal,8.036,Disease Severity
2024-12-30,Tanzania,Mbeya,Tuberculosis,47.3,47.28865010025728,0.246,15.036,1.2,-0.316,1.523,AI Anomaly Signal,15.036,Case Volume
2023-01-31,Tanzania,Mbeya,Typhoid,40.6,40.634650100257275,-0.392,13.211,-1.8,-0.316,0.332,AI Anomaly Signal,13.211,Disease Severity
2023-03-01,Tanzania,Mbeya,Typhoid,44.7,44.71165010025727,2.68,14.236,-1.8,-0.316,0.312,AI Anomaly Signal,14.236,Growth Rate
2023-05-07,Tanzania,Mbeya,Typhoid,35.9,35.90365010025728,0.006,7.961,-1.8,-0.316,0.453,AI Anomaly Signal,7.961,Disease Severity
2023-05-21,Tanzania,Mbeya,Typhoid,45.2,45.16265010025728,2.048,14.536,-1.8,-0.316,1.095,AI Anomaly Signal,14.536,Growth Rate
2023-05-22,Tanzania,Mbeya,Typhoid,39.7,39.723650100257274,3.655,7.661,-1.8,-0.316,0.924,AI Anomaly Signal,7.661,Growth Rate
2023-07-24,Tanzania,Mbeya,Typhoid,39.9,39.857650100257274,1.071,11.261,-1.8,-0.316,0.042,AI Anomaly Signal,11.261,Disease Severity
2023-07-25,Tanzania,Mbeya,Typhoid,40.0,39.96565010025728,2.784,9.461,-1.8,-0.316,0.237,AI Anomaly Signal,9.461,Growth Rate
2023-10-01,Tanzania,Mbeya,Typhoid,35.5,35.472650100257276,0.132,7.911,-1.8,-0.316,-0.054,AI Anomaly Signal,7.911,Disease Severity
2023-10-03,Tanzania,Mbeya,Typhoid,38.8,38.79865010025728,2.529,8.586,-1.8,-0.316,0.2,AI Anomaly Signal,8.586,Growth Rate
2023-10-04,Tanzania,Mbeya,Typhoid,58.9,58.878650100257275,11.938,17.586,-1.8,-0.316,1.871,AI Anomaly Signal,17.586,Growth Rate
2023-11-14,Tanzania,Mbeya,Typhoid,48.3,48.31665010025728,3.058,16.311,-1.8,-0.316,1.464,AI Anomaly Signal,16.311,Growth Rate
2024-01-02,Tanzania,Mbeya,Typhoid,39.8,39.81865010025727,-1.253,13.011,-1.8,-0.316,0.577,AI Anomaly Signal,13.011,Disease Severity
2024-02-01,Tanzania,Mbeya,Typhoid,44.5,44.53165010025728,3.085,13.611,-1.8,-0.316,0.352,AI Anomaly Signal,13.611,Growth Rate
2024-03-01,Tanzania,Mbeya,Typhoid,35.6,35.60165010025728,0.126,8.061,-1.8,-0.316,-0.069,AI Anomaly Signal,8.061,Disease Severity
2024-03-02,Tanzania,Mbeya,Typhoid,40.9,40.88265010025728,1.61,11.561,-1.8,-0.316,0.228,AI Anomaly Signal,11.561,Disease Severity
2024-04-02,Tanzania,Mbeya,Typhoid,47.0,47.04065010025728,2.374,15.761,-1.8,-0.316,1.422,AI Anomaly Signal,15.761,Growth Rate
2024-06-15,Tanzania,Mbeya,Typhoid,41.8,41.777650100257276,2.563,11.561,-1.8,-0.316,0.17,AI Anomaly Signal,11.561,Growth Rate
2024-07-23,Tanzania,Mbeya,Typhoid,39.0,38.95665010025728,-0.211,11.511,-1.8,-0.316,0.173,AI Anomaly Signal,11.511,Disease Severity
2024-08-10,Tanzania,Mbeya,Typhoid,42.6,42.58365010025728,-0.386,14.836,-1.8,-0.316,0.65,AI Anomaly Signal,14.836,Disease Severity
2024-10-02,Tanzania,Mbeya,Typhoid,40.1,40.14865010025728,2.332,10.136,-1.8,-0.316,0.197,AI Anomaly Signal,10.136,Growth Rate
2024-10-10,Tanzania,Mbeya,Typhoid,48.2,48.19565010025728,4.974,14.761,-1.8,-0.316,0.977,AI Anomaly Signal,14.761,Growth Rate
2023-01-09,Tanzania,Morogoro,Cholera,45.8,45.77865010025728,-0.571,12.861,4.2,-0.316,0.005,AI Anomaly Signal,12.861,Disease Severity
2023-03-02,Tanzania,Morogoro,Cholera,44.3,44.33465010025728,1.465,9.486,4.2,-0.316,-0.1,AI Anomaly Signal,9.486,Disease Severity
2023-03-30,Tanzania,Morogoro,Cholera,50.9,50.92465010025728,2.604,14.261,4.2,-0.316,0.576,AI Anomaly Signal,14.261,Disease Severity
2023-03-31,Tanzania,Morogoro,Cholera,51.7,51.67965010025728,7.123,10.361,4.2,-0.316,0.712,AI Anomaly Signal,10.361,Growth Rate
2023-11-26,Tanzania,Morogoro,Cholera,48.7,48.723650100257274,2.229,12.636,4.2,-0.316,0.375,AI Anomaly Signal,12.636,Disease Severity
2023-11-27,Tanzania,Morogoro,Cholera,50.0,50.04565010025728,4.729,11.236,4.2,-0.316,0.597,AI Anomaly Signal,11.236,Growth Rate
2023-12-23,Tanzania,Morogoro,Cholera,54.3,54.26665010025728,3.209,16.736,4.2,-0.316,0.838,AI Anomaly Signal,16.736,Disease Severity
2023-12-24,Tanzania,Morogoro,Cholera,53.7,53.67365010025728,7.458,11.811,4.2,-0.316,0.921,AI Anomaly Signal,11.811,Growth Rate
2023-12-25,Tanzania,Morogoro,Cholera,56.8,56.848650100257274,11.504,10.786,4.2,-0.316,1.075,Growth Rate,11.504,AI Anomaly Signal
2024-02-23,Tanzania,Morogoro,Cholera,47.5,47.45465010025728,1.354,12.761,4.2,-0.316,-0.144,AI Anomaly Signal,12.761,Disease Severity
2024-02-24,Tanzania,Morogoro,Cholera,47.9,47.86465010025728,3.444,10.936,4.2,-0.316,0.001,AI Anomaly Signal,10.936,Disease Severity
2024-03-25,Tanzania,Morogoro,Cholera,54.5,54.485650100257274,3.926,16.211,4.2,-0.316,0.865,AI Anomaly Signal,16.211,Disease Severity
2024-03-26,Tanzania,Morogoro,Cholera,60.4,60.40465010025728,11.366,14.036,4.2,-0.316,1.519,AI Anomaly Signal,14.036,Growth Rate
2024-05-29,Tanzania,Morogoro,Cholera,46.2,46.161650100257276,-0.281,12.811,4.2,-0.316,0.148,AI Anomaly Signal,12.811,Disease Severity
2024-05-31,Tanzania,Morogoro,Cholera,44.5,44.51065010025728,3.115,7.611,4.2,-0.316,0.301,AI Anomaly Signal,7.611,Disease Severity
2024-06-10,Tanzania,Morogoro,Cholera,44.9,44.89865010025728,-2.768,13.661,4.2,-0.316,0.522,AI Anomaly Signal,13.661,Disease Severity
2024-08-28,Tanzania,Morogoro,Cholera,47.0,47.01665010025728,1.594,12.036,4.2,-0.316,-0.097,AI Anomaly Signal,12.036,Disease Severity
2024-08-29,Tanzania,Morogoro,Cholera,48.5,48.506650100257275,4.047,10.911,4.2,-0.316,0.065,AI Anomaly Signal,10.911,Disease Severity
2024-10-01,Tanzania,Morogoro,Cholera,45.8,45.79565010025728,0.168,12.286,4.2,-0.316,-0.142,AI Anomaly Signal,12.286,Disease Severity
2024-12-01,Tanzania,Morogoro,Cholera,56.8,56.78265010025728,4.327,17.686,4.2,-0.316,1.286,AI Anomaly Signal,17.686,Growth Rate
2023-01-16,Tanzania,Morogoro,Dengue,44.9,44.92865010025728,0.975,15.486,-0.8,-0.316,-0.016,AI Anomaly Signal,15.486,Growth Rate
2023-01-17,Tanzania,Morogoro,Dengue,41.5,41.539650100257276,3.372,9.686,-0.8,-0.316,-0.002,AI Anomaly Signal,9.686,Growth Rate
2023-03-01,Tanzania,Morogoro,Dengue,36.6,36.59565010025728,0.002,8.311,-0.8,-0.316,-0.201,AI Anomaly Signal,8.311,Disease Severity
2023-03-02,Tanzania,Morogoro,Dengue,38.7,38.70865010025727,1.597,8.786,-0.8,-0.316,-0.158,AI Anomaly Signal,8.786,Growth Rate
2023-06-07,Tanzania,Morogoro,Dengue,36.9,36.89165010025728,-3.524,11.861,-0.8,-0.316,0.071,AI Anomaly Signal,11.861,Growth Rate
2023-09-25,Tanzania,Morogoro,Dengue,35.4,35.42965010025728,-0.924,8.086,-0.8,-0.316,-0.216,AI Anomaly Signal,8.086,Growth Rate
2023-10-01,Tanzania,Morogoro,Dengue,43.9,43.893650100257275,2.255,13.236,-0.8,-0.316,-0.081,AI Anomaly Signal,13.236,Growth Rate
2023-10-03,Tanzania,Morogoro,Dengue,38.5,38.470650100257274,3.452,6.586,-0.8,-0.316,-0.051,AI Anomaly Signal,6.586,Growth Rate
2023-11-16,Tanzania,Morogoro,Dengue,48.9,48.886650100257285,2.114,17.561,-0.8,-0.316,0.728,AI Anomaly Signal,17.561,Growth Rate
2024-01-27,Tanzania,Morogoro,Dengue,35.5,35.51765010025728,-0.545,7.811,-0.8,-0.316,-0.232,AI Anomaly Signal,7.811,Disease Severity
2024-03-03,Tanzania,Morogoro,Dengue,39.1,39.14765010025728,2.099,8.711,-0.8,-0.316,-0.146,AI Anomaly Signal,8.711,Growth Rate
2024-05-14,Tanzania,Morogoro,Dengue,47.6,47.56065010025728,1.826,16.686,-0.8,-0.316,0.565,AI Anomaly Signal,16.686,Growth Rate
2024-05-15,Tanzania,Morogoro,Dengue,46.0,45.96165010025727,4.447,12.361,-0.8,-0.316,0.67,AI Anomaly Signal,12.361,Growth Rate
2024-06-20,Tanzania,Morogoro,Dengue,37.0,36.99965010025728,-0.315,9.011,-0.8,-0.316,-0.18,AI Anomaly Signal,9.011,Disease Severity
2024-10-01,Tanzania,Morogoro,Dengue,41.6,41.61165010025728,2.652,10.611,-0.8,-0.316,-0.135,AI Anomaly Signal,10.611,Growth Rate
2024-10-24,Tanzania,Morogoro,Dengue,45.0,44.975650100257276,0.239,15.836,-0.8,-0.316,0.417,AI Anomaly Signal,15.836,Disease Severity
2024-10-25,Tanzania,Morogoro,Dengue,39.6,39.55465010025728,1.519,9.236,-0.8,-0.316,0.316,AI Anomaly Signal,9.236,Growth Rate
2024-10-26,Tanzania,Morogoro,Dengue,43.9,43.92165010025728,3.585,11.311,-0.8,-0.316,0.542,AI Anomaly Signal,11.311,Growth Rate
2024-11-15,Tanzania,Morogoro,Dengue,36.2,36.16365010025728,-0.465,8.086,-0.8,-0.316,0.059,AI Anomaly Signal,8.086,Disease Severity
2023-02-09,Tanzania,Morogoro,Diarrheal_Disease,36.7,36.73465010025728,-0.575,11.936,-3.8,-0.316,-0.11,AI Anomaly Signal,11.936,Disease Severity
2023-02-21,Tanzania,Morogoro,Diarrheal_Disease,43.2,43.24265010025728,0.514,16.911,-3.8,-0.316,0.334,AI Anomaly Signal,16.911,Disease Severity
2023-03-16,Tanzania,Morogoro,Diarrheal_Disease,37.4,37.41265010025728,0.266,11.361,-3.8,-0.316,0.302,AI Anomaly Signal,11.361,Disease Severity
2023-04-14,Tanzania,Morogoro,Diarrheal_Disease,45.2,45.21265010025728,1.826,16.986,-3.8,-0.316,0.917,AI Anomaly Signal,16.986,Disease Severity
2023-06-02,Tanzania,Morogoro,Diarrheal_Disease,38.2,38.164650100257276,-0.977,13.361,-3.8,-0.316,0.297,AI Anomaly Signal,13.361,Disease Severity
2023-08-20,Tanzania,Morogoro,Diarrheal_Disease,44.6,44.607650100257274,2.404,16.561,-3.8,-0.316,0.159,AI Anomaly Signal,16.561,Disease Severity
2023-08-21,Tanzania,Morogoro,Diarrheal_Disease,44.7,44.71165010025727,6.115,12.736,-3.8,-0.316,0.377,AI Anomaly Signal,12.736,Growth Rate
2023-09-24,Tanzania,Morogoro,Diarrheal_Disease,42.5,42.457650100257275,3.318,13.586,-3.8,-0.316,0.07,AI Anomaly Signal,13.586,Disease Severity
2023-10-13,Tanzania,Morogoro,Diarrheal_Disease,47.0,47.015650100257275,2.908,17.511,-3.8,-0.316,1.113,AI Anomaly Signal,17.511,Disease Severity
2023-10-14,Tanzania,Morogoro,Diarrheal_Disease,44.9,44.89265010025728,6.084,12.186,-3.8,-0.316,1.139,AI Anomaly Signal,12.186,Growth Rate
2023-12-03,Tanzania,Morogoro,Diarrheal_Disease,43.0,42.99265010025728,1.539,15.411,-3.8,-0.316,0.559,AI Anomaly Signal,15.411,Disease Severity
2023-12-04,Tanzania,Morogoro,Diarrheal_Disease,41.8,41.84065010025728,3.347,12.261,-3.8,-0.316,0.749,AI Anomaly Signal,12.261,Disease Severity
2023-12-05,Tanzania,Morogoro,Diarrheal_Disease,45.0,45.02865010025728,6.443,12.111,-3.8,-0.316,0.991,AI Anomaly Signal,12.111,Growth Rate
2024-03-01,Tanzania,Morogoro,Diarrheal_Disease,39.8,39.77665010025728,0.983,13.336,-3.8,-0.316,-0.026,AI Anomaly Signal,13.336,Disease Severity
2024-03-02,Tanzania,Morogoro,Diarrheal_Disease,38.3,38.32565010025728,2.572,10.236,-3.8,-0.316,0.034,AI Anomaly Signal,10.236,Disease Severity
2024-05-07,Tanzania,Morogoro,Diarrheal_Disease,39.8,39.75465010025728,2.726,10.961,-3.8,-0.316,0.584,AI Anomaly Signal,10.961,Disease Severity
2024-06-15,Tanzania,Morogoro,Diarrheal_Disease,42.7,42.69365010025728,2.038,14.986,-3.8,-0.316,0.186,AI Anomaly Signal,14.986,Disease Severity
2024-08-10,Tanzania,Morogoro,Diarrheal_Disease,48.4,48.36465010025728,5.753,16.861,-3.8,-0.316,0.267,AI Anomaly Signal,16.861,Growth Rate
2024-08-11,Tanzania,Morogoro,Diarrheal_Disease,45.5,45.463650100257276,8.477,11.136,-3.8,-0.316,0.367,AI Anomaly Signal,11.136,Growth Rate
2024-10-01,Tanzania,Morogoro,Diarrheal_Disease,38.8,38.81765010025728,0.407,12.961,-3.8,-0.316,-0.034,AI Anomaly Signal,12.961,Disease Severity
2024-10-04,Tanzania,Morogoro,Diarrheal_Disease,49.9,49.92165010025728,9.229,14.586,-3.8,-0.316,0.623,AI Anomaly Signal,14.586,Growth Rate
2024-10-06,Tanzania,Morogoro,Diarrheal_Disease,57.3,57.29565010025728,21.359,9.761,-3.8,-0.316,0.692,Growth Rate,21.359,AI Anomaly Signal
